mix_scale,jitter_scale,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
1e-06,0.0005,3,0.660258358662614,0.5836091937923087,1.0549976661138964,562.3373860182371,0.26233432177104987,2.039735761224618,0.030085002156619925,1.7500000000000002e-06,0.001,0.0010000015312488276,30.084956089066186,0.0332392042401362
1e-06,0.0005,4,0.6036658653846154,0.5282231677950036,1.220982831136,555.9278846153846,0.2692978964478243,2.0726512440034854,0.032506400292641575,1.7500000000000002e-06,0.001,0.0010000015312488276,32.50635051733045,0.03076321961971275
1e-06,0.0005,5,0.6000604138347682,0.5245978517106483,1.2404393589999816,558.861350249207,0.24211846422986127,1.9537837665144755,0.0335407849480004,1.7500000000000002e-06,0.001,0.0010000015312488276,33.54073358879141,0.029814493989904215
1e-06,0.0005,6,0.6876762441887051,0.6265686087587296,0.9388482804858497,564.0058684551483,0.31491749139968306,2.2185974000399633,0.029113895854514932,1.7500000000000002e-06,0.001,0.0010000015312488276,29.1138512739643,0.03434791194713122
1e-06,0.0005,7,0.6296043656207367,0.5555554260423993,1.15006199724452,560.8908594815825,0.23977303647552617,1.934496024574642,0.029694994640221295,1.7500000000000002e-06,0.001,0.0010000015312488276,29.694949169865193,0.03367576062446379
1e-06,0.0005,8,0.5540830396813238,0.471286880025713,1.4147780219476318,566.8955109544967,0.22119205721537583,1.8744144126294624,0.02891527000975031,1.7500000000000002e-06,0.001,0.0010000015312488276,28.91522573334481,0.03458385589730355
1e-06,0.0005,9,0.6536681587132994,0.5841482483588175,1.051022079649783,561.4430619831576,0.2925330555299297,2.153625848203828,0.03135307991215444,1.7500000000000002e-06,0.001,0.0010000015312488276,31.353031902861098,0.03189484203946304
1e-06,0.0005,10,0.6315709626033528,0.5615418720577912,1.114898535761817,561.3580368656603,0.27411306186695583,2.081481111293036,0.03249664502510863,1.7500000000000002e-06,0.001,0.0010000015312488276,32.49659526473523,0.03077245452495707
1e-06,0.0005,11,0.6308514700267278,0.5580545755312719,1.135337560197145,565.1237113402062,0.25121701386524364,1.992402919774205,0.028303725132426204,1.7500000000000002e-06,0.001,0.0010000015312488276,28.303681792446643,0.03533109251768328
1e-06,0.0005,12,0.5267169695103172,0.4446258132795904,1.5199730642821137,569.7711733908222,0.2602044241502881,2.024447657765774,0.02950313279433702,1.7500000000000002e-06,0.001,0.0010000015312488276,29.503087617768696,0.033894757489644385
1e-06,0.0005,13,0.6109662576687117,0.5380782493567009,1.1831039941839872,567.5030674846626,0.2980952284124214,2.1816526793032,0.030576074179927106,1.7500000000000002e-06,0.001,0.0010000015312488276,30.576027360421058,0.03270536058240331
1e-06,0.0005,14,0.5156677821721934,0.44225316494895994,1.5351443417630157,562.849710982659,0.2512222904188093,1.9921884321174985,0.033978063857111405,1.7500000000000002e-06,0.001,0.0010000015312488276,33.978011828320625,0.029430797924630225
