mix_scale,attack,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
0.0001,mixnet_attribution_oracle,31,0.9743261556994428,0.9646560445352923,0.07925851795062873,557.1812979972896,0.24979644385166466,2.008645417273075,0.031059252570932092,0.00017500000000000003,177.48144326246907,0.005634391864399854
0.0001,mixnet_attribution_oracle,32,0.9776745579862152,0.970473621789393,0.06780894818701079,554.431225651783,0.2805539011606015,2.1083593492827153,0.03228065654376766,0.00017500000000000003,184.46089453581519,0.005421203244820211
0.0001,mixnet_attribution_oracle,33,0.9857928505957837,0.9808704914872123,0.04167544289130218,565.2529789184234,0.2552382714638952,2.015262951012894,0.03299979715699786,0.00017500000000000003,188.57026946855916,0.005303062899672702
0.0001,mixnet_attribution_oracle,34,0.9753058278246334,0.965343449891715,0.07979089490749532,562.2947344426715,0.23849026445532218,1.9437250682612883,0.030708867566395976,0.00017500000000000003,175.4792432365484,0.005698679693141749
0.0001,mixnet_attribution_oracle,35,0.9725428075733574,0.9654008950974441,0.07532811568567059,558.2301425661915,0.2250234593229834,1.902579458750534,0.02934656990146199,0.00017500000000000003,167.69468515121136,0.005963218208724348
0.0001,mixnet_attribution_oracle,36,0.9720926676351404,0.9650558780722419,0.07657307029650155,565.8138236868263,0.22903804024099372,1.917860400235252,0.03304358482675819,0.00017500000000000003,188.8204847243325,0.005296035551756712
0.0001,mixnet_attribution_oracle,37,0.970038852361028,0.9617857933932191,0.08260318331545355,552.9426180514047,0.29154040943831205,2.1349141704828636,0.029961815426953996,0.00017500000000000003,171.21037386830852,0.005840767573868972
0.0001,mixnet_attribution_oracle,38,0.9682945154019534,0.9619255527176379,0.08282345159389608,556.0112697220135,0.21384926440077834,1.855004063863848,0.02836619749565729,0.00017500000000000003,162.09255711804164,0.00616931472844718
0.0001,mixnet_attribution_oracle,39,0.9738857405421963,0.9654268392417733,0.077384115788427,566.7221626589064,0.21379981821519323,1.8631755870550593,0.030278802766977357,0.00017500000000000003,173.02173009701343,0.005779620857098696
0.0001,mixnet_attribution_oracle,40,0.9717501321852103,0.9659462941698971,0.07359502900125912,558.9877634262407,0.2582742115773726,2.0212351508161905,0.02955478085364265,0.00017500000000000003,168.8844620208151,0.00592120783661406
0.0001,mixnet_attribution_oracle,41,0.973030626238001,0.9661397822317742,0.07477319749784969,563.7914063690386,0.2526288043882232,1.992975345708957,0.029402808068892148,0.00017500000000000003,168.0160461079551,0.005951812479609664
0.0001,mixnet_attribution_oracle,42,0.972541800889707,0.9652699903208884,0.07636782248476154,567.5899677864703,0.22989717122982256,1.893309872004517,0.03212100950549144,0.00017500000000000003,183.54862574566533,0.005448147573633446
0.0001,mixnet_attribution_oracle,43,0.9736277215578043,0.9651118015125962,0.07858334291671207,567.329346826127,0.259095199406147,2.0171483881801926,0.030185171320734817,0.00017500000000000003,172.4866932613418,0.005797548675159876
0.0001,mixnet_attribution_oracle,44,0.9735040190532896,0.9670400230338699,0.07415863486980026,550.8064900267937,0.25261293738731183,2.0101199682684774,0.031120520991301887,0.00017500000000000003,177.83154852172504,0.005623299174487217
