entry_assignment,width,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
split,3,24,0.8047150686988512,0.7578341511719673,0.5752965075941743,555.6362339514978,0.2476061173074413,2.0052578351639045,0.03192929257313036,0.00017500000000000003,182.45310041788775,0.005480860548325106
split,3,25,0.8329303309656945,0.7891365795997298,0.49162299828115313,559.1985794166541,0.25964982446748763,2.064217305993869,0.033126603303958786,0.00017500000000000003,189.29487602262162,0.0052827631735816
split,3,26,0.8656828790844753,0.8287384541910607,0.39640622094749295,557.1812979972896,0.2815796208451502,2.1211184816469237,0.03145138780864351,0.00017500000000000003,179.72221604939148,0.005564142385853839
split,3,27,0.8194701170671596,0.7779168402482487,0.5144162366934634,569.9463955637708,0.24196790062705986,1.9687334786554134,0.031264633074197946,0.00017500000000000003,178.65504613827395,0.0055973789804180975
split,3,28,0.8037461135967241,0.7567861309436529,0.5755281555589332,561.1880640024266,0.24165311944670975,1.9578949655758007,0.029596025501457995,0.00017500000000000003,169.12014572261708,0.005912956116062914
split,3,29,0.8131531800537474,0.7668973063897578,0.551958854246598,552.4481934905942,0.2545844257983845,2.0052490719832408,0.03301918317868004,0.00017500000000000003,188.68104673531448,0.005299949397688152
split,3,30,0.8235205427817565,0.7787442413698827,0.5170296896243517,557.894082171127,0.25553206144832075,2.009756323981841,0.029768131967936946,0.00017500000000000003,170.10361124535396,0.005878769960724823
split,3,31,0.8234492160872529,0.7821007802244119,0.5065004628084209,560.5092024539878,0.25054246751824394,1.999867055749689,0.02989572281344361,0.00017500000000000003,170.83270179110633,0.00585368017666077
split,3,32,0.8212600821792726,0.7685687490044338,0.5498368930214452,563.1062243189773,0.24414581796736456,1.9639226246172719,0.031880764979791025,0.00017500000000000003,182.1757998845201,0.00548920328953622
split,3,33,0.8175854007993364,0.7704828393240115,0.5413294777074572,558.0620616846392,0.2582401532854419,2.025669135762084,0.029872741406500664,0.00017500000000000003,170.70137946571805,0.0058581834729743935
split,3,34,0.8148486231553325,0.7669420871090754,0.5473930523409959,562.9351894112277,0.25746691587846726,2.029761171486009,0.0304383366446995,0.00017500000000000003,173.9333522554257,0.005749328619455766
split,3,35,0.828351965928968,0.7859821525802652,0.49775496271615605,562.8069815195072,0.2565287828329019,2.030207454630822,0.030359334446105266,0.00017500000000000003,173.4819111206015,0.005764289737993595
split,3,36,0.8421012092736656,0.8022619470575757,0.4581963519356074,569.990217977355,0.2738335440517403,2.085634867332489,0.030223385501515408,0.00017500000000000003,172.70506000865944,0.005790218305994393
split,3,37,0.8227077643386657,0.7819332541294318,0.502813833637027,577.4494732735076,0.2599147597211413,2.0374223146296058,0.030413539102484014,0.00017500000000000003,173.79165201419434,0.0057540163086678385
split,3,38,0.8245921634395487,0.7825376019880681,0.5100407738694276,564.1346241805153,0.2536937119148206,2.0030285728687645,0.03429680347232577,0.00017500000000000003,195.9817341275758,0.005102516336287964
split,3,39,0.7993129770992367,0.7488513918772235,0.5972137484323462,564.9083969465648,0.2308823201165069,1.9267510319489025,0.03017379252128107,0.00017500000000000003,172.4216715501775,0.005799734981162062
split,3,40,0.8282936538314323,0.7929852760168803,0.47413202220598183,566.5056265788869,0.2817175710806623,2.110639448188934,0.02999184093830737,0.00017500000000000003,171.38194821889925,0.005834920249142812
